datetime,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_9,ema_20,ema_50,rsi_14,bb_upper_20,bb_lower_20,bb_width_20,vwap,supertrend_10_3,supertrend_10_3_signal,is_support,is_resistance,support_levels,resistance_levels,sr_position,nearest_support,nearest_resistance
2025-04-15 10:40:00,767.85,767.95,767.75,767.8,6669,768.6625,768.6859999999999,,768.1274154554503,768.4428678308332,768.2022797610804,27.777777777777317,769.8931930011846,767.4318069988154,0.003202167404249825,766.4904523503756,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:41:00,767.85,767.95,767.5,767.55,7331,768.54,768.68,,768.0119323643603,768.3578327993253,768.1767001626066,25.862068965516414,769.6955814212159,767.384418578784,0.003007212171691702,766.4942467370317,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:42:00,767.6,767.8,767.5,767.65,5547,768.4375,768.6690000000001,,767.9395458914883,768.2904201517705,768.1560452542691,30.90909090909045,769.5212920756144,767.3537079243856,0.0028207683139211273,766.4970609465001,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:43:00,767.7,768.2,767.55,768.05,13877,768.385,768.669,,767.9616367131906,768.267522994459,768.1518866168468,43.103448275860714,769.4348621463423,767.3351378536577,0.002732646124904366,766.5057571164414,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:44:00,768.15,768.5,768.0,768.35,13842,768.3475,768.6590000000001,,768.0393093705526,768.2753779473677,768.1596557691273,45.90163934426255,769.3419450978502,767.3530549021498,0.0025885295334472725,766.516428179867,,1,0,1,[762.4],[764.0],1,762.4,
2025-04-15 10:45:00,768.1,768.35,768.1,768.15,6135,768.2925,768.63,,768.0614474964422,768.2634371904755,768.1592771115145,44.444444444444436,769.1941213465964,767.3908786534037,0.0023470783499679026,766.5208957651269,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:46:00,768.05,768.2,767.9,768.0,7251,768.2425000000001,768.6089999999999,,768.0491579971538,768.2383479342398,768.1530309502787,29.629629629630415,769.0880922869777,767.3969077130224,0.0022013681538775804,766.5256244680215,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:47:00,767.9,768.0,767.1,767.1,12688,768.15,768.573,,767.8593263977231,768.1299338452645,768.1117356188952,26.22950819672296,769.0710977432598,767.2289022567402,0.002398223636685004,766.5303820723523,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:48:00,767.25,767.4,767.1,767.15,3754,768.0725,768.557,,767.7174611181784,768.0366068123822,768.0740204965856,28.333333333333016,769.0573724202744,767.0876275797256,0.0025645298335103205,766.5314851271211,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:49:00,767.35,767.7,767.1,767.5,11629,768.025,768.5429999999999,,767.6739688945428,767.9855014016791,768.0515098888764,37.50000000000089,769.0247368074733,767.0252631925266,0.002603396523481315,766.5359531706317,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:50:00,767.55,767.55,767.3,767.3,9122,767.9599999999999,768.5310000000001,,767.5991751156342,767.9202155539001,768.022038912842,38.709677419354605,768.9713045249141,766.9486954750857,0.0026337427077300396,766.5392335602502,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:51:00,767.4,767.5,767.2,767.4,5547,767.905,768.525,,767.5593400925075,767.8706712154334,767.9976452299856,40.625000000000114,768.9122892230903,766.8977107769097,0.002623473536675268,766.5411768026551,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:52:00,767.55,767.55,767.35,767.5,3837,767.825,768.525,,767.547472074006,767.8353691949159,767.9781297307704,43.75000000000067,768.674458031556,766.9755419684441,0.002212634471542262,766.5426778501483,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:53:00,767.5,767.75,767.5,767.65,7625,767.78,768.5340000000001,,767.5679776592049,767.8177149858763,767.9652618981912,47.69230769230813,768.560283349348,766.999716650652,0.002032570135580496,766.5461818242591,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:54:00,767.6,767.8,767.5,767.55,3026,767.735,768.538,,767.564382127364,767.7922183205548,767.94897711787,46.268656716418064,768.4539905204018,767.0160094795982,0.001873017435447917,766.5475449299681,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:55:00,767.7,767.95,767.6,767.85,3818,767.7125,768.544,,767.6215057018912,767.7977213376448,767.9450956622672,54.41176470588309,768.383614548232,767.041385451768,0.0017483486285087874,766.5495539347901,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:56:00,767.95,768.15,767.85,768.0,10443,767.7125,768.547,,767.697204561513,767.8169859721548,767.9472487735509,55.07246376811604,768.383614548232,767.041385451768,0.0017483486285087874,766.555889837533,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:57:00,768.1,768.2,767.9,767.95,4922,767.7099999999999,768.535,,767.7477636492105,767.8296539748068,767.9473566647843,48.387096774195086,768.3769648456025,767.0430351543973,0.0017375437225061352,766.5588911685453,,1,0,1,[762.4],[764.0],1,762.4,
2025-04-15 10:58:00,767.95,768.0,767.5,767.8,6444,767.705,768.512,,767.7582109193684,767.82682978673,767.9415779720476,40.67796610169426,768.3674515871139,767.0425484128862,0.0017257972453322,766.5621313064911,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 10:59:00,767.75,767.75,767.5,767.65,3574,767.6975,768.4609999999999,,767.7365687354948,767.8099888546604,767.9301435417713,41.37931034482786,768.3588184597982,767.0361815402018,0.0017228620903367985,766.5637227893933,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 11:00:00,767.65,767.75,767.6,767.65,3312,767.6899999999999,768.41,,767.7192549883958,767.7947518208832,767.9191575205253,43.63636363636349,768.349824538085,767.0301754619148,0.0017189869298417436,766.5652392190397,,1,0,0,[762.4],[764.0],1,762.4,
